LOCATION,INDICATOR,,FREQUENCY,TIME,Flag Codes,Tons of Beef,Beef kg/cap,Tons of Pork,Pork kg/cap,Tons of Poultry,Poultry kg/cap,Tons of Sheep,Sheep kg/cap
CHN,MEATCONSUMP,,A,2000,,4949.386,2.685,39686.121,23.986,12244.767,8.35,2663.427,1.816
CHN,MEATCONSUMP,,A,2001,,5040.833,2.716,40418.469,24.267,11941.14,8.089,2704.65,1.832
CHN,MEATCONSUMP,,A,2002,,5196.594,2.782,41115.684,24.531,12059.592,8.118,2830.081,1.905
CHN,MEATCONSUMP,,A,2003,,5382.253,2.864,42155.184,24.999,12608.265,8.436,3067.875,2.053
CHN,MEATCONSUMP,,A,2004,,5534.334,2.928,42952.356,25.322,12449.588,8.28,3291.055,2.189
CHN,MEATCONSUMP,,A,2005,,5578.666,2.934,45083.965,26.425,13392.821,8.856,3461.319,2.289
CHN,MEATCONSUMP,,A,2006,,5646.492,2.953,46145.875,26.893,13830.221,9.093,3594.509,2.363
CHN,MEATCONSUMP,,A,2007,,6013.338,3.127,42750.723,24.774,14920.952,9.755,3801.743,2.486
CHN,MEATCONSUMP,,A,2008,,6044.516,3.126,46534.063,26.815,15920.892,10.351,3792.314,2.466
CHN,MEATCONSUMP,,A,2009,,6209.607,3.193,49378.426,28.296,16443.028,10.631,3899.327,2.521
CHN,MEATCONSUMP,,A,2010,,6231.916,3.187,51488.337,29.34,16754.617,10.771,4036.742,2.595
CHN,MEATCONSUMP,,A,2011,,6042.417,3.073,51740.453,29.319,17087.698,10.924,4005.576,2.561
CHN,MEATCONSUMP,,A,2012,,6142.148,3.106,54911.485,30.943,18309.687,11.64,4128.894,2.625
CHN,MEATCONSUMP,,A,2013,,6422.506,3.23,56738.713,31.796,18113.205,11.452,4336.856,2.742
CHN,MEATCONSUMP,,A,2014,,6440.543,3.222,58704.595,32.72,17522.478,11.018,4560.503,2.868
CHN,MEATCONSUMP,,A,2015,,6690.265,3.329,57268.785,31.752,18263.344,11.424,4629.548,2.896
CHN,MEATCONSUMP,,A,2016,,6833.547,3.383,56103.999,30.947,19105.245,11.89,4812.735,2.995
CHN,MEATCONSUMP,,A,2017,,7150.773,3.523,55877.263,30.671,18997.384,11.765,4923.317,3.049
CHN,MEATCONSUMP,,A,2018,,7377.397,3.617,55372.369,30.253,19992.247,12.323,5030.158,3.101
CHN,MEATCONSUMP,,A,2019,,8369.277,4.086,44791.144,24.367,22845.357,14.022,5270.919,3.235
COL,MEATCONSUMP,,A,1990,,734.93,15.011,133.88,3.047,298.562,7.666,12.195,0.313
COL,MEATCONSUMP,,A,1991,,676.335,13.559,133.804,2.989,388.335,9.787,11.534,0.291
COL,MEATCONSUMP,,A,1992,,587.024,11.556,135.389,2.97,415.971,10.294,12.309,0.305
COL,MEATCONSUMP,,A,1993,,601.218,11.627,135.075,2.911,455.987,11.086,13.126,0.319
COL,MEATCONSUMP,,A,1994,,648.047,12.319,136.162,2.884,511.736,12.229,13.117,0.314
COL,MEATCONSUMP,,A,1995,,702.26,13.129,138.99,2.896,570.02,13.397,13.279,0.312
COL,MEATCONSUMP,,A,1996,,731.707,13.461,132.65,2.719,489.062,11.311,12.051,0.279
COL,MEATCONSUMP,,A,1997,,764.881,13.855,107.671,2.173,459.679,10.467,13.05,0.297
COL,MEATCONSUMP,,A,1998,,765.401,13.656,82.378,1.638,531.117,11.913,12.103,0.272
COL,MEATCONSUMP,,A,1999,,716.842,12.602,113.486,2.223,522.231,11.541,11.779,0.26
COL,MEATCONSUMP,,A,2000,,749.426,12.984,110.329,2.13,537.049,11.697,13.326,0.29
COL,MEATCONSUMP,,A,2001,,694.805,11.866,103.856,1.976,633.9,13.609,12.997,0.279
COL,MEATCONSUMP,,A,2002,,674.655,11.36,113.37,2.127,684.216,14.483,12.187,0.258
COL,MEATCONSUMP,,A,2003,,638.309,10.6,126.65,2.344,709.939,14.821,12.315,0.257
COL,MEATCONSUMP,,A,2004,,704.804,11.548,131.924,2.409,728.855,15.012,12.084,0.249
COL,MEATCONSUMP,,A,2005,,782.8,12.659,130.95,2.36,794.421,16.151,11.902,0.242
COL,MEATCONSUMP,,A,2006,,804.83,12.852,152.372,2.711,885.731,17.781,11.667,0.234
COL,MEATCONSUMP,,A,2007,,775.946,12.24,185.4,3.259,964.778,19.133,11.563,0.229
COL,MEATCONSUMP,,A,2008,,763.957,11.91,181.537,3.154,1051.035,20.599,11.313,0.222
COL,MEATCONSUMP,,A,2009,,706.609,10.891,180.607,3.102,1061.709,20.572,11.156,0.216
COL,MEATCONSUMP,,A,2010,,766.225,11.681,207.284,3.521,1116.238,21.392,10.871,0.208
COL,MEATCONSUMP,,A,2011,,816.772,12.32,237.655,3.995,1126.775,21.367,10.738,0.204
COL,MEATCONSUMP,,A,2012,,846.053,12.633,366.642,6.1,1169.69,21.956,7.813,0.147
COL,MEATCONSUMP,,A,2013,,819.14,12.112,304.565,5.018,1331.173,24.744,7.298,0.136
COL,MEATCONSUMP,,A,2014,,830.899,12.17,334.176,5.454,1414.818,26.051,8.098,0.149
COL,MEATCONSUMP,,A,2015,,845.885,12.277,369.941,5.983,1483.695,27.072,8.398,0.153
COL,MEATCONSUMP,,A,2016,,787.822,11.335,415.409,6.66,1564.638,28.3,7.79,0.141
COL,MEATCONSUMP,,A,2017,,735.314,10.49,453.133,7.204,1645.305,29.509,7.861,0.141
COL,MEATCONSUMP,,A,2018,,750.763,10.624,511.9,8.072,1723.917,30.669,8.013,0.143
COL,MEATCONSUMP,,A,2019,,607.48,8.53,573.9,8.98,1772.011,31.281,8.013,0.142
EGY,MEATCONSUMP,,A,1990,,402.438,4.907,2.429,0.033,272.038,4.17,82.131,1.259
EGY,MEATCONSUMP,,A,1991,,466.844,5.562,2.484,0.033,304.302,4.558,73.746,1.105
EGY,MEATCONSUMP,,A,1992,,466.626,5.441,2.887,0.038,317.52,4.654,76.196,1.117
EGY,MEATCONSUMP,,A,1993,,529.877,6.053,2.907,0.037,330.373,4.745,80.628,1.158
EGY,MEATCONSUMP,,A,1994,,556.084,6.229,2.8,0.035,358.6,5.049,87.65,1.234
EGY,MEATCONSUMP,,A,1995,,544.545,5.983,2.791,0.034,406.919,5.62,90.849,1.255
EGY,MEATCONSUMP,,A,1996,,573.259,6.18,2.845,0.034,422.741,5.729,90.416,1.225
EGY,MEATCONSUMP,,A,1997,,637.372,6.745,2.935,0.035,541.299,7.201,93.789,1.248
EGY,MEATCONSUMP,,A,1998,,654.246,6.797,8.227,0.095,534.598,6.982,95.92,1.253
EGY,MEATCONSUMP,,A,1999,,690.106,7.039,3.047,0.035,590.061,7.566,81.289,1.042
EGY,MEATCONSUMP,,A,2000,,768.919,7.7,3.098,0.035,595.335,7.494,125.989,1.586
EGY,MEATCONSUMP,,A,2001,,654.327,6.431,3,0.033,621.761,7.682,128.923,1.593
EGY,MEATCONSUMP,,A,2002,,815.884,7.868,2.792,0.03,743.427,9.013,137.066,1.662
EGY,MEATCONSUMP,,A,2003,,775.033,7.333,2.641,0.028,687.068,8.173,139.849,1.664
EGY,MEATCONSUMP,,A,2004,,803.732,7.464,3.157,0.033,650.288,7.591,137.515,1.605
EGY,MEATCONSUMP,,A,2005,,906.108,8.261,2.151,0.022,664.691,7.618,138.735,1.59
EGY,MEATCONSUMP,,A,2006,,1018.44,9.121,2.912,0.029,726.957,8.185,141.66,1.595
EGY,MEATCONSUMP,,A,2007,,1055.449,9.289,3.88,0.038,820.164,9.074,149.539,1.655
EGY,MEATCONSUMP,,A,2008,,970.683,8.393,2.155,0.021,758.126,8.241,151.422,1.646
EGY,MEATCONSUMP,,A,2009,,1007.136,8.549,0.857,0.008,836.273,8.924,145.434,1.552
EGY,MEATCONSUMP,,A,2010,,1115.347,9.283,0.422,0.004,883.141,9.24,131.006,1.371
EGY,MEATCONSUMP,,A,2011,,1066.814,8.694,0.808,0.007,934.419,9.573,127.398,1.305
EGY,MEATCONSUMP,,A,2012,,1166.142,9.296,0.849,0.008,995.63,9.978,131.059,1.313
EGY,MEATCONSUMP,,A,2013,,1148.322,8.951,0.855,0.007,1160.841,11.375,129.985,1.274
EGY,MEATCONSUMP,,A,2014,,1203.968,9.179,0.535,0.005,1246.176,11.944,131.328,1.259
EGY,MEATCONSUMP,,A,2015,,1221.407,9.117,0.539,0.005,1238.681,11.624,128.134,1.202
EGY,MEATCONSUMP,,A,2016,,1214.015,8.881,0.766,0.006,1262.878,11.614,130.519,1.2
EGY,MEATCONSUMP,,A,2017,,1139.44,8.176,2.594,0.021,1347.301,12.154,125.399,1.131
EGY,MEATCONSUMP,,A,2018,,1096.082,7.721,0.271,0.002,1220.98,10.812,125.015,1.107
EGY,MEATCONSUMP,,A,2019,,1130.091,7.819,0.263,0.002,1276.973,11.108,125.998,1.096
ETH,MEATCONSUMP,,A,1990,,231.5,0,1.05,0,35.64,0,59.29,0
ETH,MEATCONSUMP,,A,1991,,231.5,0,1.1,0,35.64,0,59.675,0
ETH,MEATCONSUMP,,A,1992,,230,0,1.15,0,35.9,0,60.335,0
ETH,MEATCONSUMP,,A,1993,,230,3.008,1.15,0.017,36,0.592,60.607,0.996
ETH,MEATCONSUMP,,A,1994,,229.986,2.904,1.155,0.016,35.971,0.571,60.517,0.961
ETH,MEATCONSUMP,,A,1995,,234.927,2.87,1.212,0.017,35.97,0.552,60.161,0.924
ETH,MEATCONSUMP,,A,1996,,266.927,3.159,1.267,0.017,36.17,0.538,60.558,0.901
ETH,MEATCONSUMP,,A,1997,,269.985,3.099,1.322,0.017,36.3,0.524,59.288,0.856
ETH,MEATCONSUMP,,A,1998,,273.955,3.054,1.397,0.017,36.962,0.518,61.683,0.864
ETH,MEATCONSUMP,,A,1999,,290.014,3.141,1.455,0.018,37.241,0.507,61.395,0.836
ETH,MEATCONSUMP,,A,2000,,294.033,3.093,1.466,0.017,37.602,0.497,60.398,0.799
ETH,MEATCONSUMP,,A,2001,,303.504,3.102,1.553,0.018,49.837,0.64,66.134,0.85
ETH,MEATCONSUMP,,A,2002,,352.497,3.5,1.495,0.017,54.057,0.675,79.386,0.991
ETH,MEATCONSUMP,,A,2003,,338.295,3.264,1.663,0.018,50.242,0.61,85.27,1.034
ETH,MEATCONSUMP,,A,2004,,336.024,3.152,1.65,0.017,47.112,0.556,101.425,1.196
ETH,MEATCONSUMP,,A,2005,,350.262,3.196,1.703,0.017,42.581,0.488,109.451,1.255
ETH,MEATCONSUMP,,A,2006,,373.978,3.32,1.767,0.018,45.209,0.505,128.209,1.431
ETH,MEATCONSUMP,,A,2007,,363.021,3.137,1.73,0.017,46.25,0.503,145.049,1.576
ETH,MEATCONSUMP,,A,2008,,380.049,3.198,1.729,0.016,48.603,0.514,138.189,1.462
ETH,MEATCONSUMP,,A,2009,,354.749,2.907,1.685,0.015,49.793,0.513,144.274,1.486
ETH,MEATCONSUMP,,A,2010,,419.113,3.345,1.818,0.016,57.496,0.577,142.616,1.431
ETH,MEATCONSUMP,,A,2011,,409.776,3.186,1.894,0.016,53.942,0.527,138.295,1.352
ETH,MEATCONSUMP,,A,2012,,337.636,2.557,1.927,0.016,60.499,0.576,143.842,1.369
ETH,MEATCONSUMP,,A,2013,,340.616,2.513,2.012,0.017,61.86,0.574,148.137,1.374
ETH,MEATCONSUMP,,A,2014,,380.806,2.738,2.534,0.02,41.058,0.371,101.709,0.919
ETH,MEATCONSUMP,,A,2015,,390.969,2.74,2.073,0.016,12.296,0.108,38.553,0.34
ETH,MEATCONSUMP,,A,2016,,388.314,2.654,2.082,0.016,13.135,0.113,45.383,0.39
ETH,MEATCONSUMP,,A,2017,,391.532,2.611,2.048,0.015,13.701,0.115,55.94,0.469
ETH,MEATCONSUMP,,A,2018,,390,2.539,2.048,0.015,14.025,0.115,56.098,0.459
ETH,MEATCONSUMP,,A,2019,,392.867,2.497,2.048,0.015,14.025,0.112,58.801,0.47
GBR,MEATCONSUMP,,A,1990,,1102.267,12.722,1316.343,17.971,1022.949,15.928,417.357,6.305
GBR,MEATCONSUMP,,A,1991,,1124.156,12.987,1320.28,17.975,1073.414,15.444,397.888,6.079
GBR,MEATCONSUMP,,A,1992,,1086.1,12.632,1312.637,17.823,1287.438,22.711,386.149,6.018
GBR,MEATCONSUMP,,A,1993,,927.771,10.463,1309.799,17.736,1327.223,17.394,381.705,5.957
GBR,MEATCONSUMP,,A,1994,,940.917,10.359,1344.151,18.151,1429.289,21.82,357.857,5.659
GBR,MEATCONSUMP,,A,1995,,983.175,10.688,1289.743,17.365,1474.721,20.99,361.808,5.716
GBR,MEATCONSUMP,,A,1996,,813.372,9.391,1319.407,17.709,1552.405,26.331,383.318,5.846
GBR,MEATCONSUMP,,A,1997,,862.714,10.326,1314.824,17.589,1592.337,17.531,362.331,5.445
GBR,MEATCONSUMP,,A,1998,,853.618,10.039,1353.849,18.048,1705.144,24.238,371.592,5.66
GBR,MEATCONSUMP,,A,1999,,855.597,10.181,1320.556,17.543,1703.774,24.463,378.922,5.786
GBR,MEATCONSUMP,,A,2000,,892.427,10.602,1292.756,17.113,1703.726,25.445,391.864,5.852
GBR,MEATCONSUMP,,A,2001,,899.846,10.654,1331.269,17.563,1731.81,25.776,341.636,5.085
GBR,MEATCONSUMP,,A,2002,,983.047,11.599,1345.806,17.694,1710.325,25.37,360.323,5.345
GBR,MEATCONSUMP,,A,2003,,999.685,11.749,1402.666,18.369,1709.585,25.259,361.524,5.341
GBR,MEATCONSUMP,,A,2004,,1033.938,12.088,1379.117,17.967,1751.847,25.748,375.175,5.514
GBR,MEATCONSUMP,,A,2005,,1037.45,12.046,1397.642,18.083,1789.616,26.122,375.794,5.485
GBR,MEATCONSUMP,,A,2006,,1069.418,12.308,1391.348,17.843,1725.457,24.965,378.413,5.475
GBR,MEATCONSUMP,,A,2007,,1090.472,12.421,1450.97,18.416,1631.02,23.355,390.139,5.587
GBR,MEATCONSUMP,,A,2008,,1060.779,11.949,1364.245,17.123,1592.661,22.553,372.32,5.272
GBR,MEATCONSUMP,,A,2009,,1022.208,11.389,1362.039,16.909,1626.772,22.785,350.343,4.907
GBR,MEATCONSUMP,,A,2010,,1075.546,11.864,1353.655,16.638,1776.435,24.634,313.089,4.342
GBR,MEATCONSUMP,,A,2011,,1062.388,11.616,1347.425,16.416,1784.578,24.53,298.989,4.11
GBR,MEATCONSUMP,,A,2012,,1039.903,11.281,1327.326,16.045,1806.69,24.64,283.289,3.864
GBR,MEATCONSUMP,,A,2013,,1023.414,11.024,1305.26,15.667,1831.562,24.803,300.712,4.072
GBR,MEATCONSUMP,,A,2014,,1060.65,11.349,1345.066,16.036,1817.665,24.449,302.245,4.066
GBR,MEATCONSUMP,,A,2015,,1094.539,11.633,1383.315,16.383,1982.536,26.49,333.527,4.457
GBR,MEATCONSUMP,,A,2016,,1107.867,11.697,1450.053,17.06,2076.822,27.567,324.12,4.302
GBR,MEATCONSUMP,,A,2017,,1115.878,11.706,1422.308,16.626,2050.991,27.048,305.577,4.03
GBR,MEATCONSUMP,,A,2018,,1125.594,11.735,1449.039,16.834,2169.426,28.434,299.124,3.921
GBR,MEATCONSUMP,,A,2019,,1100.526,11.408,1389.212,16.046,2306.924,30.062,302,3.935
IDN,MEATCONSUMP,,A,1990,,305.855,1.18,546.873,2.351,508.904,2.468,90.267,0.438
IDN,MEATCONSUMP,,A,1991,,313.434,1.188,574.818,2.429,583.773,2.783,94.734,0.452
IDN,MEATCONSUMP,,A,1992,,346.463,1.292,586.241,2.435,547.633,2.567,99.681,0.467
IDN,MEATCONSUMP,,A,1993,,402.142,1.475,622.661,2.544,698.79,3.222,111.769,0.515
IDN,MEATCONSUMP,,A,1994,,391.6,1.413,660.6,2.657,816.4,3.704,100,0.454
IDN,MEATCONSUMP,,A,1995,,369.608,1.314,572.569,2.268,876.814,3.918,95.021,0.425
IDN,MEATCONSUMP,,A,1996,,417.09,1.46,599.995,2.341,949.208,4.178,99.34,0.437
IDN,MEATCONSUMP,,A,1997,,432.223,1.492,633.993,2.438,899.47,3.903,107.865,0.468
IDN,MEATCONSUMP,,A,1998,,400.702,1.364,621.809,2.358,618.346,2.645,82.028,0.351
IDN,MEATCONSUMP,,A,1999,,384.262,1.289,550.063,2.057,626.32,2.642,78.208,0.33
IDN,MEATCONSUMP,,A,2000,,422.52,1.398,414.598,1.529,831.655,3.46,78.857,0.328
IDN,MEATCONSUMP,,A,2001,,404.567,1.32,419.329,1.525,923.424,3.788,94.078,0.386
IDN,MEATCONSUMP,,A,2002,,387.977,1.249,464.448,1.666,1102.606,4.461,127.062,0.514
IDN,MEATCONSUMP,,A,2003,,421.629,1.338,497.905,1.761,1135.506,4.531,144.959,0.578
IDN,MEATCONSUMP,,A,2004,,504.458,1.579,194.244,0.678,1214.33,4.779,123.703,0.487
IDN,MEATCONSUMP,,A,2005,,425.012,1.312,176.525,0.607,1151.101,4.468,98.761,0.383
IDN,MEATCONSUMP,,A,2006,,473.796,1.443,199.637,0.678,1288.535,4.934,140.903,0.54
IDN,MEATCONSUMP,,A,2007,,433.704,1.303,230.742,0.773,1345.908,5.084,121.037,0.457
IDN,MEATCONSUMP,,A,2008,,490.388,1.454,211.021,0.697,1386.307,5.166,113.753,0.424
IDN,MEATCONSUMP,,A,2009,,532.392,1.557,200.274,0.653,1433.328,5.27,128.935,0.474
IDN,MEATCONSUMP,,A,2010,,589.601,1.702,212.427,0.683,1561.433,5.666,114.445,0.415
IDN,MEATCONSUMP,,A,2011,,604.01,1.721,225.419,0.716,1689.556,6.051,114.126,0.409
IDN,MEATCONSUMP,,A,2012,,590.801,1.662,233.046,0.73,1764.764,6.24,110.748,0.392
IDN,MEATCONSUMP,,A,2013,,605.62,1.682,300.759,0.931,1870.129,6.53,108.016,0.377
IDN,MEATCONSUMP,,A,2014,,631.166,1.732,305.137,0.933,1971.367,6.8,110.683,0.382
IDN,MEATCONSUMP,,A,2015,,611.63,1.658,335.881,1.015,2065.497,7.041,112.205,0.383
IDN,MEATCONSUMP,,A,2016,,704.347,1.888,345.893,1.033,2344.211,7.9,115.851,0.39
IDN,MEATCONSUMP,,A,2017,,712.766,1.89,345.133,1.02,2299.763,7.666,127.38,0.425
IDN,MEATCONSUMP,,A,2018,,775.109,2.034,348.544,1.019,2287.832,7.546,130.033,0.429
IDN,MEATCONSUMP,,A,2019,,831.35,2.159,349.35,1.011,2377.9,7.764,132.199,0.432
IND,MEATCONSUMP,,A,1990,,2050.966,1.65,412.997,0.37,391.342,0.396,602.873,0.61
IND,MEATCONSUMP,,A,1991,,2059.275,1.623,427,0.375,522.365,0.518,611.178,0.606
IND,MEATCONSUMP,,A,1992,,2091.774,1.616,444.493,0.383,540.181,0.525,619.043,0.601
IND,MEATCONSUMP,,A,1993,,2080.765,1.576,447.943,0.378,608.148,0.579,624.178,0.594
IND,MEATCONSUMP,,A,1994,,2075.36,1.542,450.8,0.373,625,0.584,626,0.585
IND,MEATCONSUMP,,A,1995,,2041.208,1.488,453.883,0.369,641.823,0.588,654.64,0.6
IND,MEATCONSUMP,,A,1996,,2053.352,1.468,558.107,0.445,659.871,0.593,663.126,0.596
IND,MEATCONSUMP,,A,1997,,2044.225,1.435,464.398,0.363,664.556,0.586,672.931,0.594
IND,MEATCONSUMP,,A,1998,,2071.752,1.427,463.283,0.356,737.949,0.639,678.951,0.588
IND,MEATCONSUMP,,A,1999,,2063.095,1.396,464.38,0.35,810.041,0.689,681.613,0.58
IND,MEATCONSUMP,,A,2000,,1953.795,1.299,465.562,0.345,903.782,0.755,677.903,0.567
IND,MEATCONSUMP,,A,2001,,2004.632,1.31,466.641,0.34,962.917,0.791,689.71,0.567
IND,MEATCONSUMP,,A,2002,,1956.635,1.257,467.369,0.335,1126.755,0.91,692.029,0.559
IND,MEATCONSUMP,,A,2003,,1867.213,1.18,469.499,0.331,1242.1,0.987,686.235,0.545
IND,MEATCONSUMP,,A,2004,,1858.992,1.156,443.827,0.307,1340.202,1.047,715.233,0.559
IND,MEATCONSUMP,,A,2005,,1779.842,1.089,425.033,0.29,1439.783,1.107,741.193,0.57
IND,MEATCONSUMP,,A,2006,,1765.729,1.064,404.437,0.272,1554.199,1.177,766.721,0.581
IND,MEATCONSUMP,,A,2007,,1805.257,1.071,385.206,0.255,1789.784,1.335,791.771,0.591
IND,MEATCONSUMP,,A,2008,,1822.301,1.066,379.46,0.247,1916.97,1.409,772.583,0.568
IND,MEATCONSUMP,,A,2009,,1897.178,1.094,379.072,0.244,2119.686,1.536,715.045,0.518
IND,MEATCONSUMP,,A,2010,,1646.553,0.936,371.227,0.235,2222.015,1.589,759.717,0.543
IND,MEATCONSUMP,,A,2011,,1339.879,0.752,364.608,0.228,2505.201,1.768,753.881,0.532
IND,MEATCONSUMP,,A,2012,,1208.681,0.67,357.74,0.221,2707.058,1.886,743.068,0.518
IND,MEATCONSUMP,,A,2013,,835.072,0.457,354.097,0.216,2872.854,1.977,726.758,0.5
IND,MEATCONSUMP,,A,2014,,642.944,0.348,350.495,0.211,3064.955,2.085,717.47,0.488
IND,MEATCONSUMP,,A,2015,,839.343,0.449,344.159,0.205,3283.691,2.207,708.951,0.477
IND,MEATCONSUMP,,A,2016,,886.248,0.469,316.733,0.187,3428.045,2.278,722.37,0.48
IND,MEATCONSUMP,,A,2017,,815.987,0.427,305.668,0.178,3540.624,2.327,711.407,0.468
IND,MEATCONSUMP,,A,2018,,1089.271,0.563,300.035,0.173,3700.344,2.405,713.248,0.464
IND,MEATCONSUMP,,A,2019,,1039.304,0.532,296.187,0.169,3737.32,2.403,712.85,0.458
IRN,MEATCONSUMP,,A,1990,,345.56,4.302,0,0,395.24,6.186,352.5,5.517
IRN,MEATCONSUMP,,A,1991,,291.8,3.56,0,0,436.935,6.702,409,6.273
IRN,MEATCONSUMP,,A,1992,,285.96,3.436,0,0,566.455,8.556,410.81,6.205
IRN,MEATCONSUMP,,A,1993,,325.12,3.858,0,0,628.91,9.382,390.612,5.827
IRN,MEATCONSUMP,,A,1994,,316.359,3.708,0,0,635.813,9.368,383,5.643
IRN,MEATCONSUMP,,A,1995,,308.92,3.57,0,0,658.52,9.567,383,5.564
IRN,MEATCONSUMP,,A,1996,,386,4.388,0,0,682.02,9.746,410.45,5.865
IRN,MEATCONSUMP,,A,1997,,386.781,4.317,0,0,727.663,10.211,417,5.852
IRN,MEATCONSUMP,,A,1998,,389.36,4.265,0,0,747.508,10.294,438.991,6.046
IRN,MEATCONSUMP,,A,1999,,327.408,3.523,0,0,754.939,10.211,399.112,5.398
IRN,MEATCONSUMP,,A,2000,,310.871,3.291,0,0,830.145,11.047,435.798,5.799
IRN,MEATCONSUMP,,A,2001,,341.075,3.558,0,0,886.977,11.633,443.636,5.819
IRN,MEATCONSUMP,,A,2002,,375.549,3.867,0,0,944.172,12.222,449.705,5.821
IRN,MEATCONSUMP,,A,2003,,374.452,3.809,0,0,1106.663,14.152,416.85,5.331
IRN,MEATCONSUMP,,A,2004,,419.093,4.214,0,0,1170.988,14.802,427.3,5.401
IRN,MEATCONSUMP,,A,2005,,397.796,3.954,0,0,1235.14,15.435,432,5.398
IRN,MEATCONSUMP,,A,2006,,480.869,4.726,0,0,1356.269,16.756,435.994,5.387
IRN,MEATCONSUMP,,A,2007,,510.5,4.961,0,0,1504.566,18.381,454.272,5.55
IRN,MEATCONSUMP,,A,2008,,460.585,4.426,0,0,1567.057,18.931,348.364,4.208
IRN,MEATCONSUMP,,A,2009,,468.428,4.45,0,0,1614.573,19.282,357.374,4.268
IRN,MEATCONSUMP,,A,2010,,601.584,5.647,0,0,1680.834,19.836,378.563,4.468
IRN,MEATCONSUMP,,A,2011,,559.972,5.192,0,0,1830.639,21.34,381.227,4.444
IRN,MEATCONSUMP,,A,2012,,498.163,4.561,0,0,1896.452,21.829,383.306,4.412
IRN,MEATCONSUMP,,A,2013,,497.371,4.496,0,0,1961.304,22.289,358.31,4.072
IRN,MEATCONSUMP,,A,2014,,535.828,4.784,0,0,1986.677,22.296,367.711,4.127
IRN,MEATCONSUMP,,A,2015,,567.646,5.007,0,0,2014.379,22.337,382.548,4.242
IRN,MEATCONSUMP,,A,2016,,604.786,5.274,0,0,2070.32,22.695,361.61,3.964
IRN,MEATCONSUMP,,A,2017,,632.954,5.459,0,0,2128.208,23.075,374.003,4.055
IRN,MEATCONSUMP,,A,2018,,661.981,5.65,0,0,2144.285,23.009,393.057,4.218
IRN,MEATCONSUMP,,A,2019,,675.701,5.711,0,0,2185.9,23.226,397.2,4.22
ISR,MEATCONSUMP,,A,1990,,64.074,9.966,9.176,1.59,175.258,34.269,6,1.173
ISR,MEATCONSUMP,,A,1991,,81.721,12.32,9.337,1.569,189.473,35.91,6,1.137
ISR,MEATCONSUMP,,A,1992,,69.344,10.094,9.265,1.503,209.499,38.337,6,1.098
